"STATION","NAME","DATE","AWND","PGTM","PRCP","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT04","WT05","WT08"
"USW00025333","SITKA AIRPORT, AK US",2018-07-21,"12,53",554,0,0,,65,55,340,340,"19,9","25,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-22,"6,71",1925,0,0,,65,54,320,320,"14,1","16,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-23,"6,71",144,0,,,63,54,330,330,"12,1","12,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-24,"4,92",1558,0,,,59,52,230,230,"10,1","12,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-25,"2,24",533,0,,,64,52,310,320,"8,1","8,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-26,"4,92",2130,0,,,65,58,320,320,"14,1",15,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-27,"13,87",1723,0,,,68,58,300,300,21,23,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-28,"16,11",828,0,,,66,56,310,330,"21,9","25,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-29,"11,86",1523,0,,,64,56,310,320,"18,1","21,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-30,"14,99",928,0,,,67,58,320,320,23,"25,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-07-31,"13,42",210,0,,,65,56,330,340,"18,1","21,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-01,"9,17",1009,0,,,66,56,290,290,"16,1","18,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-02,"5,59",2226,"0,17",,,59,56,190,200,"19,9","23,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-03,"12,75",2006,"0,01",,,67,55,110,80,"21,9","29,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-04,"11,18",1157,0,,,73,55,110,110,"21,9",28,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-05,"2,91",1734,0,,,72,54,310,320,13,"14,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-06,"3,13",1253,0,,,64,56,220,220,"12,1","14,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-07,"8,05",1402,"0,07",,,62,55,200,190,"21,9",28,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-08,"10,74",1039,"2,62",,,61,57,180,160,"19,9","27,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-09,"7,61",21,"0,65",,,61,55,170,170,21,"27,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-10,"3,58",1437,"0,01",,,63,53,230,240,"8,9",11,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-11,"8,05",1415,0,,,65,51,290,280,"19,9","21,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-12,"3,58",2148,"0,05",,,62,56,230,200,"10,1","12,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-13,"10,51",1358,"1,29",,,59,56,190,190,"21,9","29,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-14,"5,82",543,"0,09",,,61,55,310,310,"14,1","16,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-15,"4,7",905,0,,,60,52,110,110,"12,1","14,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-16,"4,47",1431,0,,,63,53,230,230,"10,1","12,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-17,"6,26",1541,"0,2",,,66,52,290,290,17,"18,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-18,"2,91",1455,0,,,63,51,230,230,"8,1","8,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-19,"4,25",1722,0,,,67,51,310,310,15,17,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-20,"4,47",1656,0,,,65,52,190,200,"10,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-21,"5,82",1153,"0,25",,,63,55,220,220,21,"25,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-22,"4,47",359,"0,46",,,59,55,220,190,"10,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-23,"2,91",912,"0,02",,,60,55,80,200,"6,9","8,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-24,"5,59",1650,"0,39",,,58,54,290,260,"12,1","14,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-25,"4,47",1236,"0,32",,,58,54,320,310,"16,1",19,1,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-26,"3,58",2045,0,,,63,51,160,160,"10,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-27,"7,38",2246,"0,63",,,59,55,190,190,17,"23,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-28,"7,16",741,"1,33",,,61,56,190,180,17,"23,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-29,"4,47",1800,0,,,62,53,310,320,13,"14,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-30,"6,71",1343,"0,21",0,,61,53,190,200,15,19,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-08-31,"8,5",126,"0,23",,,61,54,310,270,23,32,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-01,"5,37",1930,"0,39",,,57,52,110,110,17,23,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-02,"8,05",1409,0,,,63,49,290,290,"19,9",23,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-03,"3,36",1423,0,,,62,48,220,250,"8,9",11,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-04,"2,46",1916,0,,,65,48,220,100,"8,1","8,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-05,"2,91",1200,0,,,67,50,210,210,"12,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-06,"2,01",1305,0,,,64,50,220,220,"8,1","8,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-07,"5,59",1853,"0,14",,,65,52,110,130,15,21,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-08,"6,04",1039,"0,01",,,68,55,120,130,17,21,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-09,"2,46",1122,"0,01",,,66,54,130,110,"10,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-10,"3,13",1119,0,,,71,51,280,320,"8,9","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-11,"3,58",1727,0,0,,69,50,330,330,15,17,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-12,"6,49",1547,0,,,67,47,300,300,17,"19,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-13,"2,46",1211,0,,,61,49,90,310,"8,1","8,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-14,"3,8",1419,0,,,65,46,60,110,"16,1",23,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-15,"4,7",1628,0,,,62,45,330,330,17,"19,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-16,"3,8",1218,0,,,59,41,110,230,"10,1","12,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-17,"3,13",1451,0,,,60,41,230,240,"10,1","12,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-18,"4,7",1639,0,,,64,44,320,320,13,"14,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-19,"2,91",1700,0,,,63,42,300,300,"14,1","16,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-20,"1,79",1052,0,,,58,43,230,230,"6,9","6,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-21,"4,03",1536,0,,,64,43,310,300,"16,1","18,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-22,"4,7",1358,"0,12",,,56,43,100,190,13,"16,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-23,"7,83",1559,"0,79",,,56,50,220,230,"16,1",19,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-24,"5,59",2334,"0,22",,,56,50,190,190,"12,1",17,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-25,"10,51",1227,"1,52",,,57,54,190,200,21,28,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-26,"2,91",31,"0,31",,,57,53,180,170,13,"18,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-27,"1,34",1532,"0,03",,,57,53,240,220,6,"6,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-28,"4,03",1534,"0,01",,,61,50,330,330,"16,1",19,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-29,"2,91",1316,0,,,64,45,110,110,13,17,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-09-30,"2,91",323,0,,,63,43,260,80,"8,9",11,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-01,"6,26",1331,0,,,66,41,80,350,"18,1","25,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-02,"4,03",1646,0,,,56,40,320,310,"12,1","16,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-03,"3,8",2115,0,,,54,38,90,90,"8,9","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-04,"7,83",1642,"0,01",,,54,38,110,110,"18,1",23,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-05,"7,16",536,"0,78",,,57,49,110,110,21,"25,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-06,"3,13",1243,"0,08",,,52,48,200,200,"12,1","14,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-07,"3,13",31,"0,25",,,53,49,110,120,"10,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-08,"8,05",754,"0,23",,,56,42,340,330,"23,9","29,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-09,"2,68",459,0,,,54,40,80,80,"8,1","8,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-10,"2,91",1926,"1,51",,,53,45,130,120,"12,1","14,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-11,"5,14",1657,"0,4",,,52,46,360,10,"16,1",21,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-12,"5,14",40,"0,02",,,54,43,290,290,13,19,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-13,"10,51",1553,"0,4",,,56,47,170,160,"21,9",30,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-14,"18,79",2055,"0,38",,,57,54,170,170,30,"40,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-15,"13,42",33,"0,02",,,60,53,170,170,"25,1",32,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-16,"11,18",755,"1,5",,,59,51,130,100,21,28,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-17,"5,82",1216,"0,16",,,55,49,200,190,"10,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-18,"12,08",2041,"0,08",,,55,48,120,120,"35,1","40,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-19,"18,34",436,"0,87",,,56,49,100,110,"35,1","42,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-20,"10,29",303,"0,2",,,54,48,250,260,21,"25,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-21,"14,32",2305,"0,08",,,56,50,100,100,"25,1","33,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-22,"20,58",2352,"0,93",,,61,48,110,110,"35,1","44,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-23,"13,87",149,"0,25",,,61,51,110,120,"35,1","46,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-24,"19,46",1506,0,,,55,50,120,120,36,"46,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-25,"16,33",419,"0,49",,,55,48,160,160,"35,1","50,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-26,"8,5",1106,"0,6",,,51,44,180,190,15,21,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-27,"11,41",1515,"0,01",,,54,46,110,110,"21,9",28,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-28,"12,3",607,0,,,54,45,110,110,23,"33,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-29,"10,07",2346,"0,24",,,55,46,230,230,28,"35,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-30,"8,5",114,"0,23",,,51,41,250,250,"29,1",38,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-10-31,"3,8",2350,"0,03",,,47,39,100,110,"16,1","19,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-01,"16,78",1729,"0,06",,,49,43,110,100,"29,1","36,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-02,"6,49",1745,"0,3",,,45,40,110,110,21,"23,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-03,"6,49",18,"0,35",,,50,44,110,100,23,30,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-04,"6,49",1325,"0,3",,,48,44,110,300,"14,1","25,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-05,"4,03",1636,"0,01",,,47,35,310,110,"12,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-06,"3,13",115,0,,,46,32,90,90,"8,9","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-07,"12,53",2215,"0,04",,,50,33,110,110,28,36,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-08,"13,42",40,"0,49",,,51,45,220,100,"25,1",34,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-09,"9,62",459,"0,25",,,50,43,290,270,23,"29,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-10,"6,49",810,"0,23",,,47,43,160,170,"12,1","14,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-11,"11,86",1115,"0,13",,,50,45,120,90,17,"25,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-12,17,1956,"0,08",,,54,49,110,110,28,"36,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-13,"16,33",1139,"0,56",,,53,46,290,110,"31,1","38,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-14,"8,95",1606,"0,92",,,49,45,110,100,"16,1",30,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-15,"3,36",1,"0,14",,,48,37,100,110,"14,1",17,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-16,"4,47",2316,"0,52",,,48,36,120,120,13,17,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-17,"11,18",905,"1,65",,,54,47,160,180,"29,1","38,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-18,"7,38",1109,"0,88",,,52,47,190,190,17,"23,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-19,"7,83",1837,"0,02",,,52,45,130,120,21,"25,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-20,"8,72",203,"0,43",,,51,43,110,110,"21,9","25,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-21,"4,7",131,"0,06",,,46,38,110,110,"12,1",15,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-22,"6,04",401,"0,18",,,47,39,110,110,15,19,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-23,"2,24",1818,0,,,44,34,100,100,"8,1","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-24,"13,87",807,"0,04",,,48,36,100,100,23,28,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-25,"16,78",2023,"0,04",,,54,48,110,100,"31,1","42,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-26,"9,84",18,"0,73",,,53,46,120,120,"25,9",36,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-27,"1,57",1224,0,,,47,41,300,310,"6,9","6,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-28,"1,57",1920,"0,28",,,45,40,100,80,"6,9","8,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-29,"5,82",1418,"0,13",,,43,34,340,340,17,19,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-11-30,"2,91",1420,"0,03",,,39,31,310,300,"10,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-01,"2,68",1534,0,,,36,28,90,90,"6,9","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-02,"2,46",1504,"0,02",,,39,32,330,320,"8,9",11,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-03,"4,25",2144,"0,02",,,39,32,90,160,"8,9","12,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-04,"4,47",448,"0,02",,,41,35,90,110,"8,1","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-05,"2,01",1630,0,,,41,35,80,90,"8,9","12,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-06,"6,93",2353,"0,01",,,44,39,110,110,21,"25,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-07,"19,01",1636,"0,04",,,48,40,110,110,"36,9",45,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-08,"22,82",1917,"0,06",,,52,45,110,120,"35,1","46,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-09,"16,78",1219,"0,42",,,50,41,160,160,"33,1","44,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-10,"20,36",1545,"1,3",,,45,42,110,110,36,51,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-11,"13,87",1803,"0,92",,,46,38,300,290,"33,1",38,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-12,"15,43",14,"0,05",,,43,37,230,230,"31,1","38,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-15,"21,03",1236,0,,,46,31,90,70,"35,1","50,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-16,"19,69",2,"0,31",,,49,43,120,110,"33,1",47,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-17,"12,08",213,"0,35",,,48,43,110,100,"19,9","25,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-18,"18,34",2354,"0,62",,,48,41,250,250,"29,1","36,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-19,"13,65",50,"0,28",,,43,35,250,260,30,38,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-20,"7,16",303,"0,42",,,39,31,220,220,"25,9",32,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-21,"11,86",2309,0,,,41,32,100,100,"25,1","33,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-22,"11,41",33,0,,,44,36,100,130,"21,9",30,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-23,"5,14",108,"0,08",,,43,36,100,110,21,"27,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-24,"7,61",813,"0,61",,,41,37,90,100,13,"16,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-25,"10,96",2137,0,,,44,35,110,130,"25,1",36,,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-26,"18,79",1301,"0,21",,,46,42,120,130,28,"35,1",1,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-27,"12,08",131,"0,26",,,47,42,230,200,"25,9",32,1,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-28,"4,03",103,"0,03",,,44,35,100,180,"12,1",13,1,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-29,"4,47",221,"0,13",,,38,32,310,310,13,"16,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-30,"6,71",2016,"0,2",,,42,36,120,110,15,"18,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2018-12-31,"12,3",634,"0,89",,,48,41,100,110,"29,1","36,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-01,"14,99",808,"1,56",,,52,40,170,180,36,53,1,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-02,"10,51",321,"0,36",,,44,37,230,230,32,"38,9",1,,1,1,
"USW00025333","SITKA AIRPORT, AK US",2019-01-03,"2,91",0,"0,01",,,38,29,100,110,"8,1","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-04,"2,91",953,0,,,34,26,310,320,"8,9","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-05,"2,91",2357,0,,,33,23,340,330,"19,9","23,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-06,"11,18",558,0,,,31,21,340,340,23,30,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-07,"11,63",1047,"0,04",,,35,21,110,110,21,"25,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-08,"4,7",217,"0,05",,,36,25,310,310,15,17,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-09,"3,58",1922,"0,02",,,37,23,320,320,"16,1",17,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-10,"5,14",1204,"0,31",,,40,33,340,340,15,17,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-11,"6,93",1615,"0,37",,,46,37,100,110,17,21,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-12,"4,7",2022,"0,11",,,44,35,110,110,13,15,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-13,"6,26",2309,"0,22",,,48,40,110,110,"16,1",19,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-14,"5,37",2134,"0,01",,,48,40,120,120,13,"16,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-15,"7,83",648,0,,,52,39,110,110,17,21,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-16,"4,25",1218,0,,,45,34,330,330,"10,1","12,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-17,"3,8",2152,0,,,40,31,340,340,"8,9",11,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-18,"5,14",1245,0,,,41,30,340,340,"14,1",15,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-19,"4,03",400,"0,18",,,41,33,330,320,17,"19,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-20,"6,71",2213,"0,8",,,43,38,220,220,"16,1",21,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-21,"10,51",2112,"0,26",,,45,40,100,90,"19,9","25,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-22,"4,47",35,0,,,46,36,110,120,21,"27,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-23,"6,71",1345,0,,,47,34,190,190,17,"25,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-24,"10,07",543,"0,28",,,49,42,110,110,"25,1","31,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-25,"8,05",251,"0,59",,,48,44,110,110,"23,9",30,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-26,"14,54",355,"1,01",,,49,39,170,170,28,40,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-27,"1,79",553,0,,,40,33,350,80,"6,9","8,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-28,"1,34",1950,0,,,42,1,340,330,"8,1","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-29,"7,83",1724,"0,31",,,45,39,110,110,17,"21,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-30,"5,14",402,"0,37",,,45,41,230,230,17,"19,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-01-31,"3,36",1846,"0,02",,,,,320,330,17,"21,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-01,"10,96",1252,0,,,32,12,350,340,"23,9",32,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-02,"4,47",1055,0,,,21,12,340,80,"14,1",19,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-03,"4,03",556,0,,,36,16,340,10,"8,1","10,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-04,"3,8",1750,"0,14",,,36,27,330,330,15,"18,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-05,"5,14",955,"0,23",,,37,32,120,110,"10,1",13,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-06,"4,03",1759,"0,53",,,40,36,100,90,"8,9",11,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-07,"4,7",1618,"0,01",,,41,35,330,330,"16,1","19,9",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-08,"3,13",11,0,,,41,29,330,330,"14,1",15,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-09,"4,25",1548,0,,,40,30,330,310,"14,1","16,1",,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-10,"6,04",135,0,,,42,27,330,340,17,21,,,,,
"USW00025333","SITKA AIRPORT, AK US",2019-02-11,,,0,,,44,28,,,,,,,,,
